,Judul,Industri,Tipe,Kategori,Kota,Provinsi,Negara,Gaji_Min,Gaji_Max,Skills,Pengalaman_Bulan,Pendidikan,Deskripsi
1818,"Admin Finance, Accounting & Tax",Farming,CONTRACTOR,Tax Accountant,Bantul,DI Yogyakarta,ID,2500000.0,3000000.0,"Accounting, Tax Accounting, Microsoft Excel",12.0,professional certificate,"Lulusan D3/S1 Akuntansi. 
 Memiliki pengalaman minimal 1 tahun, terutama di jasa ekspedisi. 
 Memiliki Brevet pajak & mengetahui ilmu perpajakan dan Coretax. 
 Dapat bekerja secara mandiri maupun dalam tim. 
 Membuat laporan laba rugi perusahaan. 
 Membuat HPP tiap produk. 
 Melakukan stock opname. 
 Koordinasi dengan konsultan pajak terkait perpajakan."
1819,Staff Finance-AP,Transportation/Trucking/Railroad,FULL_TIME,Accountant,Surabaya,Jawa Timur,ID,4500000.0,5000000.0,"Accounting, Tax Accounting, Microsoft Excel, Financial Analysis, Accounts Payable, Bookkeeping",12.0,bachelor degree,"JOBDESK :  
 1. Menjalankan transfer Valas customer dan perusahaan (dari awal buat invoice - ngedeal - kirim ke customer) 
 2. Memeriksa tagihan udara, tagihan luar negeri 
 3. Menjurnal transaksi terkait hutang dan transfer valas 
 
 KUALIFIKASI : 
 1. S1 Jurusan Accounting/Manajemen/Administrasi/Perbankan 
 2. Laki laki/Perempuan maksimal umur 30 Tahun 
 3. Teliti dan bisa menggunakan excel 
 4. Memiliki pengalaman kerja minimal 1 tahun di AP 
 5. Bersedia ditempatkan di Tanjung Batu-Perak"
1820,Finance Intern,Information Technology and Services,INTERN,Finance Staff,Surabaya,Jawa Timur,ID,1200000.0,1500000.0,"Office Administration, Administration, Corporate Finance",Tidak ada,professional certificate,"Company Description 
 VocaGame is a leading SEA-based company providing innovative channel, platform, and payment solutions tailored for the gaming industry. Our offerings include Custom Commerce for Influencer Gaming, a 100% customizable web store, direct API payments integration for publisher websites, and VocaGame, a preferred destination for in-game content purchases used by over 5 million gamers across SEA. VocaGame remains committed to delivering seamless and efficient solutions for gaming enthusiasts and industry partners. 
 
 Role Description 
 As a  Finance Intern  at  VocaGame , you will support the Finance team in handling daily administrative and operational finance activities. This role is ideal for someone who is detail-oriented, eager to learn, and interested in gaining hands-on experience in finance operations within a gaming/startup environment. 
 
 Key Responsibilitites: 
 
 Assisting with daily finance administrative tasks 
 Supporting data entry and documentation of financial transactions 
 Organizing, filing, and maintaining financial records (invoices, receipts, reports, etc.) 
 Assisting in basic financial reporting and reconciliation 
 Coordinating with internal teams regarding finance-related documents 
 Supporting other ad-hoc tasks assigned by the Finance team 
 
 
 Qualifications: 
 
 Final-year students (Diploma or Bachelor’s degree from Accounting, Management, Business Administration, or other related fields/fresh graduates are welcome to apply 
 No prior work experience required; however, experience or internship exposure in finance, accounting, or administration is a plus 
 Basic knowledge of finance or accounting is an advantage 
 Comfortable working with numbers, documents, and spreadsheets (Excel/Google Sheets) 
 Detail-oriented, organized, and able to handle repetitive administrative tasks 
 Willing to learn, proactive, and responsible 
 Able to work on-site in Surabaya with working hours 08.00–17.00"
1821,Accounting & Finance Officer,Apparel & Fashion,FULL_TIME,Accountant,Jakarta Barat,DKI Jakarta,ID,4000000.0,6000000.0,"Taxation, Teamwork, Corporate Finance, Tax Accounting",12.0,bachelor degree,"About Us: 
 We are a growing fashion company managing multiple brands across Indonesia. We're looking for a reliable Finance & Accounting Officer to support our financial operations and ensure tax compliance. 
 
 Responsibilities: 
 
 Record daily sales, expenses, and financial transactions. 
 Manage AR/AP and conduct monthly bank reconciliations. 
 Prepare monthly financial reports (P&L, Balance Sheet, Cash Flow). 
 Handle monthly tax reporting (PPh 21, PPh 23, PPN) and ensure compliance. 
 Maintain organized financial documentation. 
 Support audits and financial checks as needed. 
 
 
 Requirements: 
 
 Bachelor’s Degree in Accounting, Finance, or related field. 
 1–2 years experience in a Finance/Accounting role. 
 Good understanding of Indonesian tax regulations. 
 Proficient in accounting software (e.g., Jurnal., Accurate) and Excel. 
 Detail-oriented, trustworthy, and organized."
1822,staff finance,Business Supplies and Equipment,FULL_TIME,Accountant,Jakarta Utara,DKI Jakarta,ID,2555005.0,3000000.0,"Administration, Office Administration, Microsoft Office",Tidak ada,high school,"Dicari Staff Finance 
- Jujur 
 - Pekerja Keras 
 - Dapat bekerja dalam Tim 
 - Rapih 
 - bisa microsoft office 
 - pernah memakai accurate online akan lebih baik 
 
 *disediakan makan siang gratis. 
 
 Segera masukkan CV anda, dan bersiaplah untuk menjadi bagian dari SIGMA STATIONERY Super Tim"
1823,Finance Project,Mining & Metals,CONTRACTOR,Finance Staff,Jakarta Selatan,DKI Jakarta,ID,8000000.0,9000000.0,"Project Planning, Financial Statements, Financial Analysis, Financial Planning, Corporate Finance, Financial Management",36.0,bachelor degree,"Finance Project  
 
 Deskripsi Pekerjaan: 
 •	Melakukan analisis keuangan terhadap proyek, khususnya proyek carbon / sustainability  
 •	Menyusun dan mengevaluasi financial projection serta feasibility study  
 •	Memonitor dan mengontrol anggaran proyek  
 •	Melakukan analisa cost & benefit serta risiko keuangan  
 •	Berkoordinasi dengan tim terkait dalam pengelolaan proyek  
 
 Kualifikasi: 
 •	Pendidikan minimal S1 Akuntansi / Keuangan / Manajemen atau jurusan terkait  
 •	Memiliki pengalaman di bidang finance  
 •	Memiliki pengalaman dalam proyek menjadi nilai tambah (lebih disukai)  
 •	Mampu melakukan analisa proyek dan financial projection  
 •	Memiliki kemampuan analitis yang baik dan detail-oriented  
 •	Mampu mengoperasikan Microsoft Excel dengan baik  
 •	Kemampuan bahasa Inggris  
 •	Komunikatif dan mampu bekerja dalam tim"
1824,Accounting & Finance,Manufacturing,FULL_TIME,Accountant,Buleleng,Bali,ID,Tidak ada,Tidak ada,"Financial Management, Cost Control, Accounting",36.0,professional certificate,"Accounting & Finance (Pria) Untuk di tempatkan di BALI 
 PT. Nila Vanila Lestari  - Buleleng - Bali 
 (Group dari PT.Berkah Tani Lestari)    
 Bidang Usaha Perkebunan & Peternakan 
 
 Tugas dan Tanggung Jawab Utama 
 •	Mencatat seluruh transaksi sesuai standar akuntansi yang berlaku. 
 •	Membuat dan menganalisis laporan keuangan secara berkala (neraca, laba rugi, arus kas). 
 •	Melakukan audit keuangan internal dan eksternal. 
 •	Mengelola manajemen keuangan perusahaan secara proaktif. 
 •	Menyusun anggaran (budgeting) dan melakukan kontrol (controlling) terhadap pengeluaran. 
 
 Kualifikasi yang Dicari 
 •	Pendidikan minimal S1 Akuntansi atau setara. 
 •	Pengalaman kerja di bidang perkebunan, peternakan, atau kantor akuntan lebih diutamakan. 
 •	Memahami standar akuntansi (IAS/IFRS/PSAK) dan perpajakan. 
 •	Terampil dalam penggunaan software akuntansi (misalnya: Zahir, Accurate, SAP). 
 •	Kemampuan analitis tinggi dan detail dalam pekerjaan. 
 •	Komunikatif dan mampu bekerja dalam tim, termasuk dengan pihak luar (bank, auditor, supplier)."
1825,Staff Finance,Apparel & Fashion,FULL_TIME,Accountant,Bandung Barat,Jawa Barat,ID,2000000.0,4000000.0,"Microsoft Excel, Cash Accounting, Teamwork, Accounting, Financial Analysis",12.0,professional certificate,"Deskripsi Pekerjaan: 
 1. Mencatat pengeluaran keuangan perusahaan  
 2. Merekap data laporan keuangan Mingguan/bulanan 
 3. Bisa mengoperasikan Microsoft Excel  
 4. Teliti, disiplin dan bertanggungjawab  
 5. Mencatat rekapitulasi penggajian karyawan"
1826,Supervisor Finance Accounting & Tax,Design,CONTRACTOR,Accountant,Bekasi,Jawa Barat,ID,6000000.0,7000000.0,"Tax Accounting, Finane, Accounting",12.0,bachelor degree,"Kualifikasi :  
 
 Wanita Usia Max 35 tahun. 
 S1/S2 Akuntansi, Keuangan, atau bidang terkait. 
 Pengalaman kerja minimal 2-5 tahun di bidang keuangan, akuntansi, dan pajak, terutama di industri digital printing. 
 Memiliki sertifikasi perpajakan (Brevet A & B lebih disukai). 
 Memahami regulasi perpajakan Indonesia. 
 Mahir dalam penggunaan software akuntansi (SAP, Accurate, dll.). 
 Jujur dan bertanggung jawab. 
 Berdomisili di Kota Bekasi lebih diutamakan. 
 
 
 Jobdesc : 
 Finance 
 
 Mengelola arus kas perusahaan dan memastikan ketersediaan dana untuk operasional. 
 Menyusun laporan keuangan bulanan, kuartalan, dan tahunan. 
 Menganalisis kinerja keuangan dan memberikan rekomendasi untuk efisiensi biaya. 
 Mengawasi anggaran dan memastikan pengeluaran sesuai dengan perencanaan. 
 Mengelola hubungan dengan bank, investor, dan lembaga keuangan lainnya. 
 Kemampuan analisis yang kuat dan detail dalam bekerja. 
 Mengawasi manajemen pajak, termasuk penyiapan dan pengajuan laporan pajak, serta memastikan kepatuhan terhadap peraturan perpajakan. 
 Menganalisis dan menafsirkan data keuangan untuk memberikan wawasan dan rekomendasi strategis bagi manajemen senior. 
 Mengembangkan dan menerapkan sistem pengendalian internal yang kuat untuk memastikan integritas proses keuangan. 
 Berkolaborasi dengan tim lintas fungsi untuk mengidentifikasi peluang efisiensi dan perbaikan proses. 
 Mengelola dan mengembangkan tim keuangan dan akuntansi untuk memastikan kinerja yang optimal. 
 Memiliki pengetahuan yang mendalam tentang standar akuntansi dan peraturan perpajakan di Indonesia. 
 Kemampuan kepemimpinan dan manajemen tim yang kuat, serta kemampuan komunikasi yang efektif. 
 Berorientasi pada detail, mampu bekerja di bawah tekanan, dan memiliki kemampuan analitis yang tajam. 
 
 
 Accounting 
 
 Memastikan pencatatan transaksi keuangan sesuai dengan standar akuntansi yang berlaku (PSAK/IFRS). 
 Melakukan rekonsiliasi bank dan akun lainnya. 
 Mengelola proses akuntansi, termasuk pembukuan, rekonsiliasi, dan penyusunan laporan keuangan sesuai dengan standar akuntansi yang berlaku. 
 Menyusun laporan laba rugi 
 
 
 Tax 
 
 Memastikan kepatuhan pajak perusahaan sesuai dengan peraturan perpajakan yang berlaku. 
 Menghitung, melaporkan, dan membayar pajak perusahaan (PPN, PPh, dll.). 
 Menyusun laporan pajak bulanan dan tahunan."
1827,Finance,Marketing and Advertising,FULL_TIME,Accountant,Yogyakarta,DI Yogyakarta,ID,2000000.0,2500000.0,"Tax Accounting, MYOB, Financial Advisory, Financial Statements, Bookkeeping, Financial Analysis, Zahir Software, Financial Compliance, Financial Management, Financial Report Audit, Accounts Receivable, Financial Consulting, Accounts Payable, Income Tax, Financing Management, Teamwork, Corporate Finance, Accounting, Microsoft Excel, Financial Planning",12.0,bachelor degree,"PT Dharma Putra Hamzah membuka kesempatan bagi tenaga profesional yang berintegritas untuk mengisi posisi Staff Finance. Posisi ini ditujukan untuk mendukung pengelolaan administrasi keuangan pada unit kami dengan lingkungan kerja yang dinamis dan kolaboratif. 
 
 Kualifikasi & Persyaratan 
 
 Pendidikan: Minimal lulusan S1. 
 Pengalaman: Terbuka bagi Fresh Graduate maupun yang memiliki pengalaman kerja 1-2 tahun. 
 Kemampuan Teknis:Menguasai Microsoft Excel, software Accurate, atau aplikasi keuangan sejenis. 
 Memahami dasar-dasar keuangan, terutama terkait Account Payable (AP) dan Account Receivable (AR). 
 Terbiasa menyusun laporan arus kas secara mandiri. 
 Karakter: Teliti, jujur, memiliki integritas tinggi, serta mampu bekerja dengan tenggat waktu (deadline) yang ketat. 
 Komunikasi: Memiliki kemampuan komunikasi yang baik untuk koordinasi lintas divisi. 
 
 
 Tanggung Jawab Utama 
 
 Pengelolaan Transaksi: Mengelola dan mencatat transaksi keuangan harian yang meliputi kas, bank, petty cash, dan pembayaran. 
 Rekonsiliasi & Piutang: Melakukan rekonsiliasi bank serta pencatatan piutang dan hutang usaha secara akurat. 
 Verifikasi Dokumen: Memeriksa kelengkapan dokumen pendukung transaksi seperti invoice, bukti bayar, Purchase Order (PO), dan dokumen lainnya. 
 Arus Kas: Memantau saldo rekening perusahaan dan mengelola laporan arus kas (cash flow). 
 Koordinasi Internal: Berkoordinasi dengan divisi HR, Purchasing, dan Marketing terkait administrasi keuangan. 
 Kepatuhan: Menjaga kerahasiaan data keuangan dan memastikan kepatuhan terhadap regulasi akuntansi yang berlaku."
1828,"FAT Staff (Finance, Accounting & Tax Staff)",Information Technology and Services,FULL_TIME,Finance Admin,Tangerang Selatan,Banten,ID,Tidak ada,Tidak ada,"Cash Accounting, Financial Management, Financing Management, Accounting, Accounts Payable, Accounts Receivable, Office Administration, Account Management, Corporate Finance, Tax Accounting, Administration, Tax Reporting",12.0,professional certificate,"Key Responsibilities 
 
 Assist in daily finance, accounting, and tax operations. 
 Handle and manage large volumes of financial data, including reconciliation of disbursement and repayment transactions. 
 Record and maintain accurate financial transactions in accordance with accounting standards. 
 Support the preparation of monthly and periodic financial reports. 
 Assist in monitoring cash flow and financial activities. 
 Support tax-related processes, including tax calculation, reporting, and filing. 
 Ensure completeness and accuracy of financial and tax documentation. 
 Coordinate with internal teams to resolve data discrepancies. 
 Support audits and provide required financial and tax data when needed. 
 Perform other finance-related tasks as assigned by the FAT Manager. 
 
 
 Qualifications 
 
 Bachelor's degree in Accounting, Finance, or related fields. 
 Minimum 1–3 years of experience in Finance, Accounting, or Tax roles (fresh graduates with strong skills are welcome to apply, if applicable). 
 Familiar with basic accounting principles. 
 Basic understanding of taxation and tax compliance. 
 Experienced or comfortable working with large datasets and reconciliation processes. 
 Proficient in Microsoft Excel (Pivot Table, VLOOKUP/XLOOKUP). 
 Detail-oriented, analytical, and well-organized. 
 Able to work independently as well as collaboratively in a team. 
 Willing to learn and adapt in a fast-paced environment."
1829,Admin Finance,Food & Beverages,FULL_TIME,Finance Admin,Bandung,Jawa Barat,ID,Tidak ada,Tidak ada,"Administration, Payroll Administration, Google Sheets, Corporate Finance, Accounting",12.0,professional certificate,"JOB DESK 
 
 Bertanggung jawab atas transaksi Petty Cash, Cash, & Bank. 
 Membuat pembayaran kepada supplier. 
 Merencanakan pembelanjaan kebutuhan  
 Melakukan pencatatan keuangan/penginputan seluruh transaksi sesuai dengan ketentuan Akunting-Finance. 
 Membuat Laporan Internal Cash Flow. 
 Memproses permintaan dana Internal dan laporan operasional kantor  
 Melakukan pembuatan invoice 
 Mengevaluasi keuangan perusahaan  
  Membuat laporan keungan untuk kepentingan perusahaa 
 
 REQUIREMENTS 
 
 S1/D3/SMK Finance/ Accounting  
 Pengalaman Min. 1 Tahun dibidang yang sama. 
 Mengerti sistem keuangan dan akuntansi  
 Mampu Mengoperasikan Komputer (MS. Office), Spreadsheet 
 Memiliki kemampuan analitis yang baik dan detail oriented"
1830,"Supervisor Finance, Accounting, Tax MLTI",Farming,FULL_TIME,Tax Accountant,Pasuruan,Jawa Timur,ID,Tidak ada,Tidak ada,"Financial Analysis, Accounting, Tax Accounting, Zahir Software, Accurate, Microsoft Excel",36.0,bachelor degree,"Job Description: 
 
 Mengawasi dan mengoordinasikan seluruh aktivitas finance, accounting, dan perpajakan perusahaan. 
 Memastikan pencatatan transaksi keuangan dilakukan secara akurat, tepat waktu, dan sesuai standar akuntansi yang berlaku. 
 Menyusun dan mereview laporan keuangan secara rutin. 
 Mengelola arus kas (cash flow), pengendalian biaya, serta perencanaan keuangan perusahaan. 
 Bertanggung jawab atas perhitungan, pemotongan, penyetoran, dan pelaporan pajak, khususnya PPh 21, serta pajak lainnya (PPh 23, PPh 25/29, PPN). 
 Membuat laporan SPT bulanan, PPn dan SPT Tahunan Badan 
 Memahami terkait AP & AR 
 ⁠Melakukan rekonsiliasi Bank 
 Memastikan kepatuhan perusahaan terhadap peraturan perpajakan dan keuangan yang berlaku. 
 Mengelola dan membina tim finance, accounting, dan tax agar bekerja efektif dan efisien. 
 Berkoordinasi dengan pihak eksternal seperti kantor pajak, auditor, konsultan pajak, dan bank. 
 Mendukung proses audit internal maupun eksternal. 
 
 
 Kualifikasi / Kriteria: 
 
 Pendidikan minimal S1 Akuntansi, Keuangan, Ekonomi, atau Perpajakan. 
 Memiliki pengalaman aminimal 3 tahun sebagai Supervisor atau posisi setara di bidang Finance, Accounting & Tax. 
 Wajib memahami dan menguasai PPh 21, termasuk perhitungan, pelaporan, dan regulasi terbaru. 
 Memahami dasar perpajakan lain seperti PPh 23, PPh Badan, dan PPN menjadi nilai tambah. 
 Mampu menyusun dan menganalisis laporan keuangan. 
 Terbiasa menggunakan software akuntansi (accurate, odoo, zahir) dan Microsoft Excel (pivot, vlookup, dll). 
 Memiliki kemampuan leadership, komunikasi, dan problem solving yang baik. 
 Teliti, bertanggung jawab, dan mampu bekerja dengan target serta deadline. 
 Bersedia ditempatkan di Sukorejo, Pasuruan."
1831,Finance Staff,Manufacturing,FULL_TIME,Finance Staff,Surabaya,Jawa Timur,ID,4000000.0,7000000.0,"Financial System Management, Financial Analysis, Financial Management",12.0,bachelor degree,"LOWONGAN KERJA – FINANCE PIC (DBDAPOER) 🌶️ 
 
 Kami mencari Finance PIC yang mampu mengontrol laporan keuangan, membaca angka, dan memberikan insight untuk membantu pengambilan keputusan bisnis (Marketplace+ offline + produksi). 
 
 Tanggung Jawab Utama: 
 
 Cash & Fund Management 
 • Monitoring posisi kas (bank & kas) 
 • Membuat proyeksi cash flow sederhana (1–2 bulan) 
 • Memberikan rekomendasi penggunaan dana (operasional / deposito) 
 Sales & Performance Analysis 
 • Analisa penjualan (Shopee vs offline) 
 • Membuat laporan trend bulanan & growth (%) 
 • Mengidentifikasi channel / produk yang perform 
 Profit & Cost Analysis 
 • Analisa laba rugi setiap bulan 
 • Menjelaskan penyebab perubahan profit (margin, fee, biaya, dll) 
 Business Insight & Recommendation 
 • Memberikan insight dari data (bukan hanya angka) 
 • Memberikan rekomendasi: pricing, promo, produksi, dll 
 Control Accounting Team 
 • Memastikan laporan laba rugi selesai tepat waktu (target: max H+10) 
 • Follow up & koordinasi dengan tim accounting 
 • Menjaga disiplin sistem (cutoff, tidak revisi laporan lama) 
 
 Kualifikasi: 
 • Pengalaman 3–5 tahun di bidang Finance / Accounting 
 • Terbiasa membuat laporan & analisa keuangan 
 • Kuat di Excel (pivot, SUMIFS, dll) 
 • Memiliki logika bisnis & mampu menjelaskan angka secara sederhana 
 • Detail, tegas, dan disiplin terhadap deadline 
 • Pengalaman di bisnis e-commerce / FMCG menjadi nilai tambah"
1832,Staff Finance,"Health, Wellness and Fitness",FULL_TIME,Accountant,Semarang,Jawa Tengah,ID,3500000.0,3800000.0,"Financial Statements, Tax Accounting, Problem Solving, Corporate Tax",12.0,professional certificate,"Kualifikasi : 
 
 Pendidikan min. D3 Akuntansi atau jurusan yang relevan 
 Diutamakan memiliki pengalaman di bidang finance  
 Memahami dasar akuntansi dan laporan keuangan 
 Menguasai Microsoft Excel (pivot table, excel formula) 
 Memahami regulasi perpajakan menjadi nilai tambah 
 Familiar dengan sistem coretax menjadi nilai tambah 
 Teliti, rapi, dan detail dalam bekerja 
 Jujur, disiplin, dan bertanggung jawab 
 Mampu bekerja dengan deadline"
1833,Finance,Publishing,FULL_TIME,Accountant,Jakarta Timur,DKI Jakarta,ID,3500000.0,4500000.0,"Microsoft Excel, Corporate Finance, Administration",12.0,bachelor degree,"Membuat dan mengelola anggaran perusahaan 
 memantau pengeluran 
 Memantau setoran cabang 
 memproses pembayaran tagihan 
 mengelola kas masuk dan keluar 
 melakukan rekonsiliasi bank 
 membuat laporan keuangan 
 
 
 Kualifikasi : 
 
 Minimal D3/S1 Akuntansi 
 Berpengalaman minimal 2 tahun 
 Berdomisili di Jakarta 
 Siap bekerja secepatnya"
1834,INTERNSHIP FINANCE,Real Estate,INTERN,Accountant,Jakarta Timur,DKI Jakarta,ID,Tidak ada,Tidak ada,"Corporate Finance, Microsoft Excel, Accounting",Tidak ada,bachelor degree,"Job Description: 
 
 Membantu tim Finance untuk melakukan proses pembayaran ke vendor dan menyiapkan dokumen-dokumen yang dibutuhkan untuk proses tersebut 
 Rekonsiliasi bank yang dilakukan baik harian maupun bulanan 
 Pekerjaan ad-hoc lain yang berhubungan dengan Finance 
 Penempatan di Kelapa Gading 
 Full WFO 
 
 
 Requierement: 
 
 Sedang kuliah semester akhir / Fresh Graduate jurusan Manajemen/Keuangan/Akuntansi"
1835,Finance Supervisor,Entertainment,FULL_TIME,Accountant,Jakarta Selatan,DKI Jakarta,ID,Tidak ada,Tidak ada,"Corporate Finance, SAP, Xero",12.0,bachelor degree,"Chariesta adalah sebuah perusahaan entertainment yang berfokus pada industri hiburan dengan visi untuk menghibur masyarakat melalui berbagai bentuk kreativitas. Dengan operasional di sektor musik, film, dan media digital, perusahaan ini menyediakan konten hiburan melalui berbagai platform online seperti YouTube, TikTok, dan Instagram. Dalam perjalanan mencapai tujuan tersebut, kami terus mencari talenta-talenta yang berkualitas untuk mendukung visi dan misi kami. 
 
 Kami sedang membuka kesempatan karier bagi seorang Finance Supervisor untuk mendukung operasional perusahaan dan memastikan keuangan tetap di jalur yang benar. Sebagai seorang Finance Supervisor, Anda akan memiliki peran penting dalam memimpin tim keuangan, memastikan transaksi keuangan tercatat dengan baik, serta memberikan laporan keuangan yang akurat kepada manajemen. Selain itu, Anda juga akan bertanggung jawab atas pengelolaan anggaran dan penilaian risiko keuangan. 
 
 **Tugas Utama:** 
 - Mengelola tim keuangan dengan efisien dan efektif. 
 - Membuat laporan keuangan yang akurat dan terperinci. 
 - Mengawasi dan mengelola anggaran perusahaan. 
 - Melakukan analisis keuangan untuk mendukung pengambilan keputusan. 
 - Mengelola sistem keuangan menggunakan SAP dan Xero. 
 - Menyediakan dukungan kepada tim manajerial untuk pengambilan keputusan keuangan. 
 
 **Kualifikasi:** 
 Kami mencari seorang profesional yang telah menyelesaikan pendidikan minimal S1 dan memiliki pengalaman kerja minimal 1-3 tahun di bidang akuntansi dan keuangan. Lokasi kantor kami berada di [lokasi], dan kami menerima kandidat wanita yang memiliki minat dalam pengembangan karier keuangan. Keahlian yang dibutuhkan termasuk penggunaan software keuangan seperti SAP dan Xero, serta pemahaman mendalam tentang corporate finance.  
 
 Denise Chariesta berkomitmen untuk menciptakan lingkungan kerja yang positif dan dinamis. Jika Anda memiliki keterampilan dan pengalaman yang sesuai, dan tertarik untuk bergabung dengan tim kami, kami sangat antusias untuk mendengarkan cerita karier Anda!"
1836,Finance & Accounting,Apparel & Fashion,FULL_TIME,Accountant,Jakarta Pusat,DKI Jakarta,ID,4500000.0,6000000.0,"Microsoft Excel, Administration, Corporate Finance",12.0,professional certificate,"Job Description 
 
 Melakukan pencatatan transaksi keuangan harian (pembelian, penjualan, kas, bank). 
 Menyusun dan memelihara jurnal harian dan buku besar. 
 Menyiapkan laporan keuangan dasar seperti laporan kas, laba rugi, dan neraca secara berkala. 
 Mengajukan dan menyiapkan dokumen pembayaran kepada vendor/supplier (PO, invoice, faktur pajak, bukti transfer, dll). 
 Membuat dan mengelola dokumen Purchase Order (PO). 
 Melakukan pengecekan dan verifikasi tagihan sebelum dilakukan pembayaran. 
 Memonitor jatuh tempo hutang usaha dan memastikan pembayaran tepat waktu. 
 Melakukan rekonsiliasi bank bulanan. 
 Mengarsipkan dan mengelola dokumen keuangan dengan 
 Menyusun laporan kas harian/mingguan/bulanan untuk kebutuhan internal. 
 Menyiapkan data untuk pelaporan pajak (PPN, PPh) dan mendukung penghitungan kewajiban pajak. 
 Berkoordinasi dengan pihak eksternal seperti konsultan pajak atau auditor bila dibutuhkan.  
 Berkoordinasi dengan supplier dan gudang terkait pembelian barang. 
 Memastikan kelengkapan dokumen pembelian dan pengiriman (faktur, surat jalan, dll) 
 Menyusun dan mengelola dokumen administratif seperti data pembeli, data suplier, dan reimbursement karyawan (jika dibutuhkan). 
 Support administratif lainnya sesuai kebutuhan perusahaan di masa awal operasional. 
 
 
 Kualifikasi : 
 
 Pendidikan minimal D3/S1 Akuntansi atau Ekonomi. 
 Pengalaman kerja di bidang keuangan/akuntansi minimal 1 tahun. 
 Memahami dasar akuntansi & perpajakan (PPN & PPh). 
 Mahir menggunakan Excel dan software akuntansi (misal: Accurate, Jurnal, dll). 
 Teliti, rapi dalam dokumentasi, dan mampu bekerja dengan tenggat waktu. 
 Komunikatif dan mampu berkoordinasi lintas tim (supplier, gudang, dll) 
 
 
 
 Penempatan : Jakarta Pusat"
1837,Admin Finance,Consumer Goods,FULL_TIME,Other Banking Positions,Jakarta Barat,DKI Jakarta,ID,3500000.0,4500000.0,"Corporate Finance, Payroll Administration, Administration",12.0,professional certificate,"Mempersiapkan laporan laba rugi, neraca keuangan, dan laporan anggaran. 
 Meninjau dan memproses penggantian uang (reimbursement). 
 Menyimpan catatan faktur dan pembayaran pajak 
 Membuat catatan dan memperbarui catatan harian dan membantu administrasi penggajian. 
 Tetap mengikuti persyaratan peraturan dan praktik terbaik dalam administrasi keuangan."
1838,"FAT Manager (Finance, Accounting & Tax Manager)",Information Technology and Services,FULL_TIME,Finance Manager,Tangerang Selatan,Banten,ID,Tidak ada,Tidak ada,"Accounting, Financial Analysis, Tax Accounting, Tax Audit, Tax Reporting, Tax Planning, Microsoft Excel, SAP",12.0,bachelor degree,"Key Responsibilities 
 
 Manage and oversee end-to-end finance, accounting, and tax functions within the company. 
 Handle large volumes of financial data, including reconciliation of disbursement and repayment transactions accurately and timely. 
 Ensure proper recording, classification, and reporting of all financial transactions in accordance with accounting standards. 
 Prepare monthly, quarterly, and annual financial reports for management review. 
 Monitor cash flow, revenue, and expenses to support business decision-making. 
 Ensure compliance with applicable accounting principles and taxation regulations. 
 Manage tax calculations, filings, and reporting (including VAT, WHT, and other relevant taxes). 
 Coordinate with external auditors, tax consultants, and internal stakeholders when required. 
 Improve and maintain financial processes, controls, and documentation to support scalability and accuracy. 
 Support management with financial analysis and insights related to business performance. 
 
 
 Qualifications 
 
 Bachelor’s degree in Accounting, Finance, or related fields. 
 Minimum 2 years of experience in Finance, Accounting, and/or Tax roles, preferably in fintech, technology, or data-driven companies. 
 Highly experienced in handling large datasets and performing financial reconciliation, especially disbursement and repayment data. 
 Strong understanding of basic accounting principles and financial reporting. 
 Solid knowledge of basic taxation, including compliance and reporting. 
 Proficient in Microsoft Excel and financial/accounting systems. 
 Strong analytical skills with high attention to detail and accuracy. 
 Good communication skills and ability to work cross-functionally. 
 Able to work independently, manage priorities, and meet deadlines in a fast-paced environment."
1839,Finance,Construction,FULL_TIME,Accountant,Jakarta Barat,DKI Jakarta,ID,5000000.0,7000000.0,"Accounts Receivable, Accounts Payable, Financial Analysis",12.0,high school,"Tugas & Tanggung Jawab : 
 
 1. Membuat dan Mengelola faktur/tagihan kepada client 
 2. Melakukan pembayaran dengan tepat terkait tagihan Perusahaan 
 3. Memastikan seluruh transaksi telah sesuai dengan bukti pendukung valid, seperti invoice atau kwitansi 
 4. Mengawasi arus kas, budgeting, dan perencanaan keuangan perusahaan 
 5. Berkolaborasi dengan team pajak terkait pencatatan laporan keuangan fiskal yaitu perhitungan, pelaporan, dan memastikan kepatuhan pajak perusahaan 
 6. Berkolaborasi dengan accounting terkait pencatatan laporan keuangan komersial 
 7. Mengawasi proses keuangan untuk memastikan akurasi dan kepatuhan 
 8. Menganalisis kinerja keuangan dan memberikan rekomendasi kepada Pimpinan 
 9. Mengawasi piutang dan memastikan penagihan tepat waktu 
 
 Kualifikasi : 
 
 1. Minimal 1 tahun di bidang finance tax, terutama di industri konstruksi/interior 
 2. Pengalaman handling laporan keuangan 
 3. Analisis keuangan dan budgeting yang baik 
 4. Disiplin, teliti, dan analitis 
 5. Integritas tinggi dan etis"
